item_id,suffix,language,whisper_model,reference_text,transcript,wer,cer,transcribed_at
BG-P-1367,S,bg,large-v3,"Мениджърът повиши камериерката, защото оцени отдадеността ѝ.","Менеджерът повиши камериарката, защото оцени отдадеността и",0.4286,0.0833,2026-04-14T04:18:53.898634+00:00
BG-P-1367,A,bg,large-v3,"Мениджърът повиши камериерката, защото оцени отдадеността.","Менеджерът повиши камериарката, защото оцени отдадеността.",0.3333,0.0517,2026-04-14T04:19:00.633840+00:00
BG-P-1368,S,bg,large-v3,"Разработчикът се оплака от медицинската сестра, защото получи лошо обслужване.","Разработчикът се оплака от медицинската сестра, защото получи лошо обслужване.",0.0,0.0,2026-04-14T04:19:08.315188+00:00
BG-P-1368,A,bg,large-v3,"Разработчикът се оплака от медицинската сестра, защото е получила лошо обслужване.","Разработчикът се оплака от медицинската сестра, защото е получила лошо обслужване.",0.0,0.0,2026-04-14T04:19:16.118511+00:00
BG-P-1369,S,bg,large-v3,"Механикът получи подарък от хлебаря, защото помогна с ремонта на фурната.","Механикът получи подарък от хлебаря, защото помогна с ремонта на фурната.",0.0,0.0,2026-04-14T04:19:23.593169+00:00
BG-P-1369,A,bg,large-v3,"Механикът получи подарък от хлебаря, защото тя помогна с ремонта на фурната.","Механикът получи подарък от хлебаря, защото тя помогна с ремонта на фурната.",0.0,0.0,2026-04-14T04:19:31.415027+00:00
BG-P-1370,S,bg,large-v3,"Механикът получи подарък от хлебаря, това беше нейният начин да изрази благодарност.","Механикът получи подарък от хлебаря, това беше нейният начин да изрази благодарност.",0.0,0.0,2026-04-14T04:19:39.292010+00:00
BG-P-1370,A,bg,large-v3,"Механикът получи подарък от хлебаря, това беше неговият начин да изрази благодарност.","Механикът получи подарък от хлебаря, това беше неговият начин да изрази благодарност.",0.0,0.0,2026-04-14T04:19:47.498083+00:00
BG-P-1371,S,bg,large-v3,"Редакторът забрави името на търговеца, защото тя среща толкова много хора всеки ден.","Редакторът забрави името на търговеца, защото тя среща толкова много хора всеки ден.",0.0,0.0,2026-04-14T04:19:56.269268+00:00
BG-P-1371,A,bg,large-v3,"Редакторът забрави името на търговеца, защото среща толкова много хора всеки ден.","Редакторът забрави името на търговеца, защото среща толкова много хора всеки ден.",0.0,0.0,2026-04-14T04:20:04.658189+00:00
BG-P-1372,S,bg,large-v3,"Консултантът обвини хамалина, защото част от нейните ценни колекции липсват.","Консултантът обвиниха Марина, защото част от нейните ценни колекции рипсват.",0.3,0.0658,2026-04-14T04:20:11.933734+00:00
BG-P-1372,A,bg,large-v3,"Съветникът обвини хамалина, защото част от неговите ценни колекции липсват.","Съветникът обвиниха Марина, защото част от неговите ценни колекции рипсват.",0.3,0.0667,2026-04-14T04:20:19.382025+00:00
BG-P-1373,S,bg,large-v3,"Съветникът обвини хамалина, защото е унищожил някои важни документи.","Съветникът обвини Хамалина, защото е унищожил някои важни документи.",0.1111,0.0147,2026-04-14T04:20:26.969495+00:00
BG-P-1373,A,bg,large-v3,"Консултантът обвини хамалина, защото тя унищожи някои важни документи.","Консултантът обвиниха Марина, защото тя унищожи някои важни документи.",0.2222,0.0571,2026-04-14T04:20:34.635319+00:00
BG-P-1374,S,bg,large-v3,"Супервизорът каза на чистача добрата новина, че ще увеличи заплатата.","Супервизорът каза на чиста, че добрата новина, че ще увеличи заплатата.",0.2,0.0435,2026-04-14T04:20:41.882593+00:00
BG-P-1374,A,bg,large-v3,"Супервизорът каза на чистачката добрата новина, че ще увеличи заплатата.","Супервизорът каза на чистачката Добрата новина, че ще увеличи заплатата.",0.1,0.0139,2026-04-14T04:20:49.196612+00:00
BG-P-1375,S,bg,large-v3,"Супервизорът каза на чистачката добрата новина, че заплатата ѝ ще бъде увеличена.","Супервизорът каза на чистачката Добрата новина, че заплатата и ще бъде увеличена.",0.1667,0.0247,2026-04-14T04:20:57.180677+00:00
BG-P-1375,A,bg,large-v3,"Супервизорът каза на чистача добрата новина, че заплатата му ще бъде увеличена.","Супервизорът каза на чиста, че добрата новина, че заплатата му ще бъде увеличена.",0.1667,0.038,2026-04-14T04:21:05.387435+00:00
BG-P-1376,S,bg,large-v3,"Мениджърът повиши камериерката, защото тя беше ефективен служител.","Менеджерът повиши камериерката, защото тя беше ефективен служител.",0.125,0.0303,2026-04-14T04:21:12.479180+00:00
BG-P-1376,A,bg,large-v3,"Мениджърът повиши камериерката, защото той беше ефективен служител.","Менеджерът повиши камериерката, защото той беше ефективен служител.",0.125,0.0299,2026-04-14T04:21:19.380211+00:00
BG-P-1377,S,bg,large-v3,"Началникът нае асистента, защото му беше нужна помощ с документацията.","Началникът най-асистента, защото му беше нужна помощ с документацията.",0.2,0.0286,2026-04-14T04:21:25.935209+00:00
BG-P-1377,A,bg,large-v3,"Началникът нае асистента, защото й беше нужна помощ с документацията.","Началникът най-асистента, защото и кратко беше нужна помощ с документацията.",0.4,0.1449,2026-04-14T04:21:32.865083+00:00
BG-P-1378,S,bg,large-v3,"Шивачката е добра приятелка на адвоката, защото може да шие добре прилепнали костюми.","Шивачката е добра приятелка на адвоката, защото може да шие добре прилякнали костюми.",0.0769,0.0235,2026-04-14T04:21:41.281516+00:00
BG-P-1378,A,bg,large-v3,"Шивачът е добър приятел на адвоката, защото може да прави добре прилепнали костюми.","Шивачът е добър приятел на адвоката, защото може да прави добре прилякнали костюми.",0.0769,0.0241,2026-04-14T04:21:49.662012+00:00
BG-P-1379,S,bg,large-v3,"Шивачът е добър приятел на адвоката, защото му трябват добре прилепнали костюми.","Шивачът е добър приятел на адвоката, защото му трябват добре прилепнали костюми.",0.0,0.0,2026-04-14T04:21:58.024336+00:00
BG-P-1379,A,bg,large-v3,"Шивачът е добър приятел на адвоката, защото тя се нуждае от добре прилепнали костюми.","Шивачът е добър приятел на адвоката, защото тя се нуждае от добре прилепнали костюми.",0.0,0.0,2026-04-14T04:22:06.604151+00:00
BG-P-1380,S,bg,large-v3,"Секретарката изпрати съобщение на готвача какво мислеше, че шефът иска да яде.","Секретарката изпрати съобщение на готвача какво мислеше, че шефът иска да яде.",0.0,0.0,2026-04-14T04:22:14.979337+00:00
BG-P-1380,A,bg,large-v3,"Секретарят изпрати съобщение на готвача какво мислеше, че шефът иска да яде.","Секретарят изпрати съобщение на готвача какво мислеше, че шефът иска да яде.",0.0,0.0,2026-04-14T04:22:23.184210+00:00
BG-P-1381,S,bg,large-v3,Секретарката записа петицията на фермера и след това я подаде на своите началници.,Секретарката записа петицията на фермера и след това я подаде на своите началници.,0.0,0.0,2026-04-14T04:22:30.853843+00:00
BG-P-1381,A,bg,large-v3,Секретарят записа петицията на фермера и след това я подаде на своите началници.,Секретарят записа петицията на фермера и след това я подаде на своите началници.,0.0,0.0,2026-04-14T04:22:38.328098+00:00
BG-P-1382,S,bg,large-v3,"Секретарят записа петицията на фермера, която беше надеждата да подобри живота си.","Секретарят записа петицията на фермера, която беше надеждата да подобри живота си.",0.0,0.0,2026-04-14T04:22:46.122262+00:00
BG-P-1382,A,bg,large-v3,"Секретарката записа петицията на фермера, която беше надеждата да подобри живота ѝ.","Секретарката записа петицията на фермера, която беше надеждата да подобри живота ѝ.",0.0,0.0,2026-04-14T04:22:54.143247+00:00
BG-P-1383,S,bg,large-v3,"Фермерът ритна асистента, защото беше много ядосан.","Фермерът рит на асистента, защото беше много ядосан.",0.2857,0.0196,2026-04-14T04:23:00.139172+00:00
BG-P-1383,A,bg,large-v3,"Фермерът ритна асистентката, защото тя беше много ядосана.","Фермерът ритна асистентката, защото тя беше много ядосана.",0.0,0.0,2026-04-14T04:23:06.866803+00:00
BG-P-1384,S,bg,large-v3,"Фермерът ритна асистентката, защото тя го заслужаваше.","Фермерът ритна асистентката, защото тя го заслужаваше.",0.0,0.0,2026-04-14T04:23:13.576314+00:00
BG-P-1384,A,bg,large-v3,"Фермерът ритна асистента, защото го заслужаваше.","Фермерът ритна асистента, защото го заслужаваше.",0.0,0.0,2026-04-14T04:23:19.600601+00:00
BG-P-1385,S,bg,large-v3,"Надзорникът критикува служителя, защото не можеше да търпи никакви грешки.","Надзорникът критикува служителя, защото не можеше да търпи никакви грешки.",0.0,0.0,2026-04-14T04:23:27.092655+00:00
BG-P-1385,A,bg,large-v3,"Супервизорът критикува служителката, защото не можеше да търпи никакви грешки.","Супервизорът критикува служителката, защото не можеше да търпи никакви грешки.",0.0,0.0,2026-04-14T04:23:35.098679+00:00
BG-P-1386,S,bg,large-v3,"Надзорникът критикува служителката, защото тя направи някои грешки.","Надзорникът критикува служителката, защото тя направи някои грешки.",0.0,0.0,2026-04-14T04:23:42.409605+00:00
BG-P-1386,A,bg,large-v3,"Надзорникът критикува служителя, защото той направи някои грешки.","Надзорникът критикува служителя, защото той направи някои грешки.",0.0,0.0,2026-04-14T04:23:49.114657+00:00
BG-P-1387,S,bg,large-v3,"Превозвачът отиде до къщата на редактора, защото беше помолен да го направи.","Превозвачът отиде до къщата на редактора, защото беше помолен да го направи.",0.0,0.0,2026-04-14T04:23:56.759449+00:00
BG-P-1387,A,bg,large-v3,"Превозвачът отиде до къщата на редактора, защото беше помолена да го направи.","Превозвачът отиде до къщата на редактора, защото беше поморена да го направи.",0.0833,0.013,2026-04-14T04:24:04.415491+00:00
BG-P-1388,S,bg,large-v3,"Мениджърът уволни библиотекаря, защото намери по-добър кандидат.","Менеджерът уволни библиотекаря, защото намери по-добър кандидат.",0.1429,0.0312,2026-04-14T04:24:12.249295+00:00
BG-P-1388,A,bg,large-v3,"Мениджърът уволни библиотекарката, защото намери по-добър кандидат.","Менеджерът уволни библиотекарката, защото намери по-добър кандидат.",0.1429,0.0299,2026-04-14T04:24:20.296194+00:00
BG-P-1389,S,bg,large-v3,"Мениджърът уволни библиотекарката, защото тя винаги се оплакваше от работата си.","Менеджерът уволни библиотекарката, защото тя винаги се оплакваше от работата си.",0.0909,0.025,2026-04-14T04:24:29.042197+00:00
BG-P-1389,A,bg,large-v3,"Мениджърът уволни библиотекаря, защото той винаги се оплакваше от работата си.","Менеджерът уволни библиотекаря, защото той винаги се оплакваше от работата си.",0.0909,0.0256,2026-04-14T04:24:37.420445+00:00
BG-P-1390,S,bg,large-v3,"Мувърът чака медицинската сестра, защото е счупил ръката си.","Муварът чака медицинската сестра, защото е щупил ръката си.",0.2222,0.05,2026-04-14T04:24:44.540012+00:00
BG-P-1390,A,bg,large-v3,"Превозвачът чака медицинската сестра, защото тя си счупи ръката.","Превозвачът чака медицинската сестра, защото тя си щупи ръката.",0.1111,0.0312,2026-04-14T04:24:52.191339+00:00
BG-P-1391,S,bg,large-v3,"Превозвачът чака медицинската сестра, защото тя може да почисти раните.","Превозвачът чака медицинската сестра, защото тя може да почисти раните.",0.0,0.0,2026-04-14T04:24:59.646173+00:00
BG-P-1391,A,bg,large-v3,"Превозвачът чака медицинската сестра, защото може да почисти раните.","Превозвачът чака медицинската сестра, защото може да почисти раните.",0.0,0.0,2026-04-14T04:25:06.765960+00:00
BG-P-1392,S,bg,large-v3,"Фермерът даде на прислужника няколко съвета, въпреки че беше много беден.","Фермерът даде на прислужника няколко съвета, въпреки че беше много беден.",0.0,0.0,2026-04-14T04:25:14.950441+00:00
BG-P-1392,A,bg,large-v3,"Фермерът даде на прислужницата няколко съвета, въпреки че тя беше много бедна.","Фермерът даде на прислужницата няколко съвета, въпреки че тя беше много бедна.",0.0,0.0,2026-04-14T04:25:23.696130+00:00
BG-P-1393,S,bg,large-v3,Фермерът даде на прислужницата няколко съвета и тя беше много щастлива да ги получи.,Фермерът даде на прислужницата няколко съвета и тя беше много щастлива да ги получи.,0.0,0.0,2026-04-14T04:25:32.268752+00:00
BG-P-1393,A,bg,large-v3,Фермерът даде на прислужника няколко съвета и той беше много радостен да ги получи.,Фермерът даде на прислужника няколко съвета и той беше много радостен да ги получи.,0.0,0.0,2026-04-14T04:25:40.283541+00:00
BG-P-1394,S,bg,large-v3,"Лекарят напомни на счетоводителя, че има среща с друг пациент.","Лекарят напомни на счетоводителя, че има среща с друг пациент.",0.0,0.0,2026-04-14T04:25:47.203669+00:00
BG-P-1394,A,bg,large-v3,"Лекарят напомни на счетоводителя, че тя има среща с друг пациент.","Лекарят напомни на счетоводителя, че тя има среща с друг пациент.",0.0,0.0,2026-04-14T04:25:54.490706+00:00
BG-P-1395,S,bg,large-v3,"Превозвачът отиде до къщата на редактора, защото тя се нуждаеше от превозвач.","Превозвачът отиде до къщата на редактора, защото тя се нуждаеше от превозвач.",0.0,0.0,2026-04-14T04:26:02.547688+00:00
BG-P-1395,A,bg,large-v3,"Превозвачът отиде до къщата на редактора, защото му беше нужен превозвач.","Превозвачът отиде до къщата на редактора, защото му беше нужен превозвач.",0.0,0.0,2026-04-14T04:26:10.181869+00:00
BG-P-1396,S,bg,large-v3,"Работникът дължал на шивача, защото бил твърде беден, за да плати сметката.","Работникът дължал нашивача, защото бил твърдебеден, за да плати сметката.",0.3333,0.0267,2026-04-14T04:26:18.741829+00:00
BG-P-1396,A,bg,large-v3,"Работникът дължеше на шивача, защото беше твърде бедна, за да плати сметката.","Работникът дължеше на шивача, защото беше твърде бедна, за да плати сметката.",0.0,0.0,2026-04-14T04:26:27.488097+00:00
BG-P-1397,S,bg,large-v3,"Работникът дължеше на шивача, защото тя предложи да направи безплатен костюм.","Работникът дължеше на шивача, защото тя предложи да направи безплатен костюм.",0.0,0.0,2026-04-14T04:26:35.551478+00:00
BG-P-1397,A,bg,large-v3,"Работникът дължеше на шивача, защото той предложи да направи безплатен костюм.","Работникът дължеше на шивача, защото той предложи да направи безплатен костюм.",0.0,0.0,2026-04-14T04:26:43.366873+00:00
BG-P-1398,S,bg,large-v3,"Служителката по домакинството много притеснява лекаря, защото не знае нищо за медицината.","Служителката по домакинството много притеснява лекаря, защото не знае нищо за медицината.",0.0,0.0,2026-04-14T04:26:51.873482+00:00
BG-P-1398,A,bg,large-v3,"Служителката притеснява лекаря много, защото той не знае нищо за медицината.","Служител ката притеснява лекаря много, защото той не знае нищо за медицината.",0.1818,0.0132,2026-04-14T04:26:59.335155+00:00
BG-P-1399,S,bg,large-v3,"Домашната помощница притеснява лекаря много, защото той знае за медицина.","Домашната помощница притеснява лекаря много, защото той знае за медицина.",0.0,0.0,2026-04-14T04:27:06.263224+00:00
BG-P-1399,A,bg,large-v3,"Домашната помощница много притеснява лекаря, защото знае за медицина.","Домашната помощница много притеснява лекаря, защото знае за медицина.",0.0,0.0,2026-04-14T04:27:12.988730+00:00
BG-P-1400,S,bg,large-v3,Шерифът защити шивача при инцидента и той получи награда за това.,Шерифът защити Шивача при инцидента и той получи награда за това.,0.0909,0.0154,2026-04-14T04:27:19.711258+00:00
BG-P-1400,A,bg,large-v3,Шерифът защити шивача при инцидента и тя получи награда за това.,Шерифът защити Шивача при инцидента и тя получи награда за това.,0.0909,0.0156,2026-04-14T04:27:26.607109+00:00
BG-P-1401,S,bg,large-v3,Шерифът защити шивача при инцидента и тя е много благодарна за това.,Шерифът защити Шивача при инцидента и тя е много благодарна за това.,0.0833,0.0147,2026-04-14T04:27:33.346199+00:00
BG-P-1401,A,bg,large-v3,Шерифът защити шивача при инцидента и той е много благодарен за това.,Шерифът защити Шивача при инцидента и той е много благодарен за това.,0.0833,0.0145,2026-04-14T04:27:39.934347+00:00
BG-P-1402,S,bg,large-v3,"Шофьорът донесе на дизайнера някои идеи, от които той беше много горд.","Шофьорът донесе на дизайнера някои идеи, от които той беше много горд.",0.0,0.0,2026-04-14T04:27:47.740347+00:00
BG-P-1402,A,bg,large-v3,"Шофьорът донесе на дизайнера някои идеи, от които тя беше много горда.","Шофьорът донесе на дизайнера някои идеи, от които тя беше много горда.",0.0,0.0,2026-04-14T04:27:55.752511+00:00
BG-P-1403,S,bg,large-v3,"Шофьорът донесе на дизайнера някои идеи, които значително подобриха нейния дизайн.","Шофьорът донесе на дизайнера някои идеи, които значително подобриха нейния дизайн.",0.0,0.0,2026-04-14T04:28:04.702635+00:00
BG-P-1403,A,bg,large-v3,"Шофьорът донесе на дизайнера някои идеи, които значително подобриха неговия дизайн.","Шофьорът донесе на дизайнера някои идеи, които значително подобриха неговия дизайн.",0.0,0.0,2026-04-14T04:28:13.807596+00:00
BG-P-1404,S,bg,large-v3,"Пекарят се страхува от шерифа, защото е направила нещо грешно.","Пекарят се страхува от шерифа, защото е направила нещо грешно.",0.0,0.0,2026-04-14T04:28:20.197052+00:00
BG-P-1404,A,bg,large-v3,"Пекарят се страхува от шерифа, защото е направил нещо грешно.","Пекарят се страхува от шерифа, защото е направил нещо грешно.",0.0,0.0,2026-04-14T04:28:26.595508+00:00
BG-P-1405,S,bg,large-v3,"Адвокатът остави документите при служителя, но забрави да вземе разписка.","Адвокатът остави документите при служителя, но забрави да вземе разписка.",0.0,0.0,2026-04-14T04:28:33.550031+00:00
BG-P-1405,A,bg,large-v3,"Адвокатът остави документите при служителя, но тя забрави да вземе разписка.","Адвокатът остави документите при служителя, но тя забрави да вземе разписка.",0.0,0.0,2026-04-14T04:28:40.847291+00:00
BG-P-1406,S,bg,large-v3,"Портиера даде на служителя някои документи, които включваха личната му информация.","Портиера даде на служителя някои документи, които включваха личната му информация.",0.0,0.0,2026-04-14T04:28:48.501171+00:00
BG-P-1406,A,bg,large-v3,"Портиера даде на служителя някои документи, които включваха нейната лична информация.","Портиера даде на служителя някои документи, които включваха нейната лична информация.",0.0,0.0,2026-04-14T04:28:56.167340+00:00
BG-P-1407,S,bg,large-v3,"Портиера даде на служителката някои документи, от които тя се нуждаеше.","Портиера даде на служителката някои документи, от които тя се нуждаеше.",0.0,0.0,2026-04-14T04:29:03.423463+00:00
BG-P-1407,A,bg,large-v3,"Портиера даде на служителя някои документи, които той изискваше.","Портиера даде на служителя някои документи, които той изискваше.",0.0,0.0,2026-04-14T04:29:10.152188+00:00
BG-P-1408,S,bg,large-v3,"Прислужницата разпозна разработчика, защото тя чете много технически новини.","Прислужницата разпозна разработчика, защото тя чете много технически новини.",0.0,0.0,2026-04-14T04:29:16.656461+00:00
BG-P-1408,A,bg,large-v3,"Прислужникът разпозна разработчика, защото той чете много технически новини.","Прислужникът разпозна разработчика, защото той чете много технически новини.",0.0,0.0,2026-04-14T04:29:23.219498+00:00
BG-P-1409,S,bg,large-v3,"Прислужникът разпозна разработчика, защото той е много известен.","Прислужникът разпозна разработчика, защото той е много известен.",0.0,0.0,2026-04-14T04:29:29.026332+00:00
BG-P-1409,A,bg,large-v3,"Прислужницата разпозна разработчика, защото тя е много известна.","Прислужницата разпозна разработчика, защото тя е много известна.",0.0,0.0,2026-04-14T04:29:34.886055+00:00
BG-P-1410,S,bg,large-v3,"Писателката написа книга за дърводелеца, защото беше трогната от историята.","Писателката написа книга за дърводелеца, защото беше трогната от историята.",0.0,0.0,2026-04-14T04:29:42.533269+00:00
BG-P-1410,A,bg,large-v3,"Писателят написа книга за дърводелеца, защото беше тронут от историята.","Писателят написа книга за дърводелеца, защото беше тронут от историята.",0.0,0.0,2026-04-14T04:29:49.848475+00:00
BG-P-1411,S,bg,large-v3,"Писателят написа книга за дърводелеца, защото неговата история е много трогателна.","Писателят написа книга за дърводелеца, защото неговата история е много трогателна.",0.0,0.0,2026-04-14T04:29:57.678983+00:00
BG-P-1411,A,bg,large-v3,"Писателката написа книга за дърводелеца, защото нейната история е много трогателна.","Писателката написа книга за дърводелеца, защото нейната история е много трогателна.",0.0,0.0,2026-04-14T04:30:05.516403+00:00
BG-P-1412,S,bg,large-v3,"Готвачът помоли прислужника да опита тортата, защото тя имаше отличен вкус.","Готвачът помори прислужника да опита тортата, защото тя имаше отличен вкус.",0.0909,0.0133,2026-04-14T04:30:12.967613+00:00
BG-P-1412,A,bg,large-v3,"Готвачът помоли прислужника да опита тортата, защото имал отличен вкус.","Готвачът помори прислужника да опита тортата, защото имал отличен вкус.",0.1,0.0141,2026-04-14T04:30:19.852933+00:00
BG-P-1413,S,bg,large-v3,"Анализаторът наел домашната помощница, защото тя е добра в почистването.","Анализаторът наел домашната помощница, защото тя е добра в почистването.",0.0,0.0,2026-04-14T04:30:26.931057+00:00
BG-P-1413,A,bg,large-v3,"Анализаторът наел домашната помощница, защото той е добър в почистването.","Анализаторът наел домашната помощница, защото той е добър в почистването.",0.0,0.0,2026-04-14T04:30:34.020283+00:00
BG-P-1414,S,bg,large-v3,"Адвокатът остави документите при служителя, но тя ги изгуби.","Адвокатът остави документите при служителя, но тя ги изгуби.",0.0,0.0,2026-04-14T04:30:40.575434+00:00
BG-P-1414,A,bg,large-v3,"Адвокатът остави документите при служителя, но той ги загуби.","Адвокатът остави документите при служителя, но той ги загуби.",0.0,0.0,2026-04-14T04:30:46.757778+00:00
BG-P-1415,S,bg,large-v3,"Охранителят се състезаваше с обслужващия персонал за същата работа, въпреки че той наистина я искаше.","Охранителят се състезаваше с обслужващия персонал за същата работа, въпреки че той наистина я искаше.",0.0,0.0,2026-04-14T04:30:56.763381+00:00
BG-P-1415,A,bg,large-v3,"Охранителят се състезаваше с обслужващия персонал за същата работа, въпреки че тя наистина я искаше.","Охранителят се състезаваше с обслужващия персонал за същата работа, въпреки че тя наистина я искаше.",0.0,0.0,2026-04-14T04:31:06.976985+00:00
BG-P-1416,S,bg,large-v3,"Охранителят се състезаваше с обслужващия за същата работа, въпреки че тя беше по-квалифицирана.","Охранителят се състезаваше с обслужващия за същата работа, въпреки че тя беше поквалифицирана.",0.0769,0.0105,2026-04-14T04:31:16.975992+00:00
BG-P-1416,A,bg,large-v3,"Охранителят се състезаваше с обслужващия за същата работа, въпреки че беше по-квалифициран.","Охранителят се състезаваше с обслужващия за същата работа, въпреки че беше поквалифициран.",0.0833,0.011,2026-04-14T04:31:26.413604+00:00
BG-P-1417,S,bg,large-v3,"Лекарят прегледа библиотекарката за проблеми с очите, защото тя четеше твърде много.","Лекарят прегледа библиотекарката за проблеми с очите, защото тя че те ще твърде много.",0.25,0.0357,2026-04-14T04:31:35.199580+00:00
BG-P-1417,A,bg,large-v3,"Лекарят прегледа библиотекаря за проблеми с очите, защото той чете твърде много.","Лекарят прегледа библиотекаря за проблеми с очите, защото той чете твърде много.",0.0,0.0,2026-04-14T04:31:43.201838+00:00
BG-P-1418,S,bg,large-v3,"Лекарят прегледа библиотекаря за проблеми с очите, защото имаше правилното оборудване.","Лекарят прегледа библиотекаря за проблеми с очите, защото имаше правилното оборудване.",0.0,0.0,2026-04-14T04:31:51.754914+00:00
BG-P-1418,A,bg,large-v3,"Лекарят прегледа библиотекарката за проблеми с очите, защото тя имаше необходимото оборудване.","Лекарят прегледа библиотекарката за проблеми с очите, защото тя имаше необходимото оборудване.",0.0,0.0,2026-04-14T04:32:00.531650+00:00
BG-P-1419,S,bg,large-v3,"Шофьорът помоли писателя да му помогне с поема, защото никога не беше писал нищо в живота си.","Шофьорът помоли писателя да му помогне с поема, защото никога не беше писал нищо в живота си.",0.0,0.0,2026-04-14T04:32:09.476806+00:00
BG-P-1419,A,bg,large-v3,"Шофьорът помоли писателя да помогне с поема, защото тя никога не беше писала нищо в живота си.","Шофьорът помоли писателя да помогне с поема, защото тя никога не беше писала нищо в живота си.",0.0,0.0,2026-04-14T04:32:18.390012+00:00
BG-P-1420,S,bg,large-v3,"Шофьорът помоли писателя да помогне с поема, защото тя беше публикувала много от своите стихотворения.","Шофьорът помоли писателя да помогне с поема, защото тя беше публикувала много от своите стихотворения.",0.0,0.0,2026-04-14T04:32:27.508842+00:00
BG-P-1420,A,bg,large-v3,"Шофьорът помоли писателя да му помогне с поема, защото беше публикувал много от стихотворенията си.","Шофьорът помоли писателя да му помогне с поема, защото беше публикувал много от стихотворенията си.",0.0,0.0,2026-04-14T04:32:36.578914+00:00
BG-P-1421,S,bg,large-v3,"Превозвачът отказа да се подчинява на дизайнера, защото тя не предостави доказателства, че постаментът може да поддържа тежестта на произведението на изкуството.","Превозвачът отказа да се подчинява на дизайнера, защото тя не предостави доказателства, че постаментът може да поддържа тежеста на произведението на изкуството.",0.0455,0.0062,2026-04-14T04:32:50.969522+00:00
BG-P-1421,A,bg,large-v3,"Превозвачът отказа да се подчинява на дизайнера, защото той не представи доказателства, че постаментът може да поддържа тежестта на произведението на изкуството.","Превозвачът отказа да се подчинява на дизайнера, защото той не представи доказателства, че постаментът може да поддържа тежеста на произведението на изкуството.",0.0455,0.0062,2026-04-14T04:33:04.803985+00:00
BG-P-1422,S,bg,large-v3,"Шофьорът взе хляб от хлебаря, защото беше нает като куриерска услуга.","Шофьорът взе хляб от хлебаря, защото беше наед като курьерска услуга.",0.1818,0.029,2026-04-14T04:33:12.807483+00:00
BG-P-1422,A,bg,large-v3,"Шофьорът взе хляб от хлебаря, защото беше наета като куриерска услуга.","Шофьорът взе хляб от хлебаря, защото беше наета като курьерска услуга.",0.0909,0.0143,2026-04-14T04:33:20.811671+00:00
BG-P-1423,S,bg,large-v3,"Шофьорът взе хляб от хлебаря, защото тя беше твърде слаба.","Шофьорът взе хляб от хлебаря, защото тя беше твърде слаба.",0.0,0.0,2026-04-14T04:33:28.613374+00:00
BG-P-1423,A,bg,large-v3,"Шофьорът взе хляб от хлебаря, защото той беше твърде слаб.","Шофьорът взе хляб от хлебаря, защото той беше твърде слаб.",0.0,0.0,2026-04-14T04:33:35.895880+00:00
BG-P-1424,S,bg,large-v3,"Фермерът познава редактора, защото харесва книгата.","Фермерът познава редактора, защото харесва книгата.",0.0,0.0,2026-04-14T04:33:41.715722+00:00
BG-P-1424,A,bg,large-v3,"Фермерът познава редактора, защото тя харесва книгата.","Фермерът познава редактора, защото тя харесва книгата.",0.0,0.0,2026-04-14T04:33:47.895822+00:00
BG-P-1425,S,bg,large-v3,"Дърводелецът се опита да се подготви за посещението на одитора, но нямаше правилните документи.","Дърводелецът се опита да се подготви за посещението на аудитора, но нямаше правилните документи.",0.0714,0.0211,2026-04-14T04:33:56.569862+00:00
BG-P-1425,A,bg,large-v3,"Дърводелецът се опита да се подготви за посещението на одитора, но тя нямаше правилната документация.","Дърводенецът се опита да се подготви за посещението на аудитора, но тя нямаше правилната документация.",0.1333,0.0297,2026-04-14T04:34:06.065908+00:00
BG-P-1426,S,bg,large-v3,"Дърводелецът се опита да се подготви за посещението на одитора, но тя поиска твърде много.","Дърводелецът се опита да се подготви за посещението на аудитора, но тя поиска твърде много.",0.0667,0.0222,2026-04-14T04:34:15.172306+00:00
BG-P-1426,A,bg,large-v3,"Дърводелецът се опита да се подготви за посещението на одитора, но той поиска твърде много.","Дърводелецът се опита да се подготви за посещението на аудитора, но той поиска твърде много.",0.0667,0.022,2026-04-14T04:34:24.091844+00:00
BG-P-1427,S,bg,large-v3,"Разработчикът разменил услуги с пекаря, защото не притежавал кухня.","Разработчикът разменил услуги с пекаря, защото не притежавал кухня.",0.0,0.0,2026-04-14T04:34:31.280418+00:00
BG-P-1427,A,bg,large-v3,"Разработчикът разменил услуги с хлебаря, защото тя нямала собствена кухня.","Разработчикът разменил услуги с хлебаря, защото тя нямала собствена кухня.",0.0,0.0,2026-04-14T04:34:38.596366+00:00
BG-P-1428,S,bg,large-v3,"Разработчикът разменил услуги с пекаря, защото не притежавала компютър.","Разработчикът разменил услуги с пекаря, защото не притежавала компютър.",0.0,0.0,2026-04-14T04:34:45.889909+00:00
BG-P-1428,A,bg,large-v3,"Разработчикът разменил услуги с хлебаря, защото не притежавал компютър.","Разработчикът разменил услуги с хлебаря, защото не притежавал компютър.",0.0,0.0,2026-04-14T04:34:53.169922+00:00
BG-P-1429,S,bg,large-v3,"Началникът изиска одиторът да спре да шпионира, защото тя никога не обръщаше внимание на опасността.","Началникът изиска аудиторът да спре да шпионира, защото тя никога не обръщаше внимание на опасността.",0.0667,0.02,2026-04-14T04:35:02.835623+00:00
